Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address
67547.87,6.52,7.38,4.18,28131.72,1150658.595,"639 James River Suite 931
West Denise, KY 32288"
61776.62,6.83,8.29,3.05,27970.52,1325819.913,"999 Lewis Fork
South Stephanie, WV 50293-8967"
69200.66,5.61,6.57,4.28,31085.32,1150093.889,"976 Tamara Course Suite 169
South Donna, MP 27394-3313"
66887.15,6.03,7.40,3.35,23806.24,1009142.338,"652 Debra Ramp Suite 784
Port Stefanieside, KY 51547"
83201.02,6.38,7.04,5.15,43837.42,1705276.19,"45434 Craig Shore
West Justin, AK 33316"
59944.65,5.57,8.02,4.19,28999.13,829794.8233,"4788 Kristen Bypass Suite 131
West Michael, SC 22980"
53676.37,6.02,6.71,2.31,47027.06,1046442.634,"7655 Weber Square
New Jaclyn, MT 85582"
64074.96,5.43,6.65,4.50,40211.11,1152269.431,"Unit 6626 Box 7561
DPO AP 16790"
77324.40,4.74,6.84,2.40,32839.90,1091479.56,"3269 Sherri Corner
New Jonathan, MS 39820-0357"
76870.36,5.36,5.89,4.32,25655.87,1039915.341,"60046 Destiny Port Suite 618
North Nataliehaven, WV 64258"
55897.31,4.00,7.71,5.27,31094.11,565732.8175,"79244 Lee View Suite 312
Wendyton, MO 11893-3330"
87765.52,5.41,8.24,6.41,39910.34,1739628.383,"168 Phillips Row
New Emily, CO 16308-7553"
78331.93,5.89,8.49,3.27,31032.86,1442128.732,"3350 Morris Road Suite 424
Maymouth, DC 48494"
74569.86,3.74,5.37,2.06,39183.96,1004124.909,"8850 April Lock Suite 431
North Janet, AR 53662-0663"
87314.64,5.07,6.68,2.18,25224.65,1143621.36,"639 Christopher Squares Suite 686
Reneetown, GA 47710"
78019.86,4.62,6.18,2.25,36689.23,1060241.2,"234 Mary Vista
Port Jenniferhaven, AS 50660-3651"
64432.61,6.95,7.01,4.09,50851.06,1548962.888,"3133 Stacey Mountains Suite 240
East Kayla, AK 86549-5044"
74332.85,5.28,7.52,6.35,30212.44,1056984.182,"7004 Monica Locks Apt. 668
Brownmouth, PR 36675"
74664.34,7.80,6.41,3.25,23817.90,1447353.264,"4241 Reed Keys Apt. 890
Snyderburgh, MI 24927"
73406.22,5.53,6.00,4.21,38073.52,1251566.478,"2758 Harris Canyon Apt. 514
Bakerburgh, PA 60893"
58464.31,4.96,7.41,3.26,25157.45,751969.2117,"024 Caleb Parkways
East Matthewborough, LA 94636"
61600.93,4.91,6.51,2.38,37457.81,764955.4982,"5274 Brown Ridge Apt. 421
East Robintown, DE 26378-8119"
75155.18,5.83,6.14,4.46,51562.59,1539958.931,"1157 Jasmine Grove Apt. 934
East Craigside, AZ 99194-1973"
67828.91,5.62,6.25,2.32,27127.63,962747.1639,"39341 Wise Ports
Lake Laura, KY 62351-5064"
50144.74,6.12,7.65,3.24,43233.32,1353854.478,"781 Townsend Mountains Suite 207
Joneston, NY 22169-4842"
86557.25,5.02,8.72,5.25,42757.44,1850525.573,"5442 Mcdaniel Hill
South Joe, TN 50468-3763"
87733.86,5.66,6.41,3.15,43943.48,1778411.665,"3034 Sarah Stream
West Patricia, CT 37525"
65846.41,7.32,8.24,3.29,22355.22,1369006.115,"939 Atkinson Vista Suite 208
Kennethton, GU 36352-1328"
45551.40,6.92,6.44,2.48,49839.32,1197975.085,"27317 Lloyd Radial Apt. 985
South Kevinview, NJ 72757-4701"
89946.90,6.60,8.29,4.17,40502.74,1930143.831,"03913 Brian Skyway Suite 719
East Michaelfort, FL 88693-1834"
72792.67,7.84,6.88,2.40,34104.37,1481946.194,"8339 Claudia Port
Brianberg, LA 70084"
68709.10,5.99,8.58,4.38,31659.70,1347578.53,"900 Eileen Prairie Suite 346
South Melissa, WV 86173-2956"
87506.73,5.43,4.95,3.13,32699.65,1358646.746,"20330 Kendra Throughway Apt. 798
South Timothyville, OH 90558-4977"
62862.49,4.61,6.72,3.37,37254.70,931768.0455,"4468 Haley Meadow Suite 401
Amandamouth, LA 51503-8671"
59054.13,5.35,7.02,5.24,51384.43,1205962.995,"6879 Rogers Squares
Port Christine, PR 15758-2368"
45978.39,5.22,8.43,3.02,36062.79,792146.076,"497 Olson Rue
Port Scottbury, MD 24573"
80281.42,6.21,8.33,5.27,45424.22,1618670.884,"363 Meyers Island
Lake Iantown, MP 83262-3375"
65908.74,5.30,6.83,3.29,24080.59,864446.7942,"907 Maria Branch
Jamesport, VT 98208-9060"
55930.14,5.54,6.59,3.09,24898.74,662630.3439,"559 Megan Summit Suite 325
Obrienmouth, OR 18396"
77587.95,6.14,6.82,4.37,37280.44,1485145.661,"2326 Amy Plains Suite 061
Dawnfurt, SD 64522-9268"
62636.83,5.86,5.80,3.18,51456.30,1047226.967,"84212 Christopher Knoll Suite 747
Codymouth, ID 33963-6108"
76142.12,4.05,8.53,4.00,41931.47,1392793.814,"96599 Santos Causeway Apt. 231
Port Paula, MA 16824"
63524.22,6.30,4.81,4.31,48123.71,943575.1307,"136 Brown Mills Apt. 509
Fletcherfort, IL 45521"
85673.31,6.59,6.37,2.14,33110.56,1793398.718,"59400 Theresa Well Suite 331
South Sandraland, MN 59076"
49268.37,6.27,8.09,6.44,41349.04,881273.1168,"USNV Hall
FPO AP 47103-2429"
87978.41,8.16,7.66,5.11,39586.43,2138713.943,"926 Rose Rapids Suite 479
South Jacob, AL 52129"
78785.28,6.61,6.53,2.12,33603.48,1540869.872,"99061 Justin Mission Suite 452
Johnhaven, OR 27004-7494"
79271.90,8.37,6.56,3.50,28904.22,1707650.436,"2627 Ford Spurs Suite 995
Christopherton, KY 30003-0171"
62755.45,6.11,6.80,3.07,41525.38,1025705.134,"713 Jason Plaza Apt. 927
Coreymouth, MA 50325"
81944.65,6.07,6.91,4.46,34262.32,1541186.254,"6975 Gabrielle Shores
Lake Kelseyland, CO 77085-1324"
67384.00,7.22,7.81,6.43,48918.06,1930344.449,"9380 Kimberly Mission Apt. 786
Buckmouth, PW 12882-2996"
67282.57,6.00,7.75,4.44,42768.91,1481146.95,"9131 Cline Prairie Suite 607
West Trevor, ND 38795-2007"
57869.98,5.14,6.23,3.13,44474.70,1099725.283,"05589 Aaron Prairie
Bakerbury, MP 64630-4394"
64967.78,7.05,7.32,3.26,28164.22,1190867.437,"917 Black Prairie
West Elizabeth, OH 04452"
69700.74,6.57,5.34,4.37,21934.90,1070318.815,"8649 Elizabeth Hill
Port Erin, WY 52957-5435"
74490.64,5.41,8.46,4.10,35563.46,1358213.906,"238 Julie Parks
Christopherton, NH 95146"
54827.03,7.04,7.84,6.01,45027.11,1198725.487,"59647 Matthew Harbors
Sheilashire, OK 81154-7934"
74369.67,6.84,8.23,3.27,45991.86,1774715.484,"PSC 9368, Box 6505
APO AA 78606"
81357.87,6.09,6.46,3.50,51019.21,1538903.993,"0052 Murphy Motorway
New Maria, TN 69580-8439"
73185.62,5.81,6.97,4.50,54680.64,1462360.601,"Unit 1448 Box 4395
DPO AA 25685"
53526.93,4.58,6.43,3.10,51611.11,953261.9162,"64535 Billy Mountain
Moseston, TN 48447-9761"
64736.28,6.86,7.01,3.15,47717.14,1427108.501,"7956 Cassandra Union
Lake Ann, OR 51456"
68488.62,4.74,7.45,4.03,28298.49,769576.8637,"08119 Regina Hollow
Ianport, SC 23292-5020"
49424.27,7.05,5.11,2.27,18656.64,668255.4804,"02795 Wendy Point
West Shannon, DE 72326-4625"
62032.96,5.24,7.08,4.39,25267.11,800809.1317,"1728 Erickson Ferry Apt. 348
Johnborough, WY 10598-1489"
64506.79,6.38,7.55,6.07,41521.44,1427202.279,"57349 Paul Wall
Port Kelly, MD 28873-9792"
51178.15,6.59,6.99,3.10,31822.07,783566.3279,"74931 Rogers Wall
Julianfurt, IN 78140"
64290.21,3.65,7.37,3.44,54157.30,949072.2496,"519 Avila Road
Jamesbury, SC 76217-0455"
61482.24,7.09,8.10,3.06,50245.27,1693591.835,"53979 Derek Road
Carrieville, DC 45078-8600"
70130.56,8.20,9.57,4.07,26794.26,1675557.271,"72654 Jason Plaza
South Crystalburgh, MS 24864"
84923.40,7.20,6.36,4.35,43231.62,1943359.768,"995 Carter Haven
North Raymondchester, PA 75389"
63233.73,4.92,6.53,2.37,49272.46,1106261.274,"05706 Ochoa Points Suite 263
North Craig, MH 98488-6772"
53776.63,6.77,5.95,4.24,29324.00,978766.9139,"75906 Marissa Ville Apt. 047
Robinsonside, MN 51149"
67125.15,4.97,7.64,5.37,22651.11,997827.2538,"3703 Mark Stravenue
Jenniferland, VT 47784"
66007.94,6.35,5.19,4.02,45399.56,1062206.321,"9606 Sanford Villages Apt. 846
Piercestad, CT 72842-3325"
64838.49,6.44,8.70,4.02,32921.01,1382172.294,"Unit 2193 Box 7909
DPO AA 47323-2101"
83889.44,6.53,5.92,4.50,17957.86,1281741.163,"4641 Romero Branch
Port Adam, OH 48769"
78846.27,6.72,7.65,6.10,41261.19,1592664.7,"89757 Mcfarland Cove
South Ronaldport, LA 62288-5973"
72556.20,5.38,7.25,6.42,31487.04,1247557.695,"796 William Skyway Apt. 402
West Tyrone, VI 81186-6677"
62069.76,5.54,7.35,3.35,27098.84,779207.5546,"47492 Phillips Trail Apt. 262
Mariohaven, MH 00956"
88697.62,4.74,6.60,3.48,29935.90,1222760.858,"649 Brandon Ways
New Jennifer, GA 81262"
57216.21,6.86,8.23,6.32,35046.01,1380715.315,"773 Zachary Turnpike
South Vanessamouth, NJ 83757"
53712.14,4.23,6.88,2.38,31913.70,704884.1544,"151 Luna Landing
Brandtmouth, RI 02975"
77330.79,5.94,5.79,3.45,49571.11,1530480.688,"26425 Tasha Trace Suite 683
North Kristinbury, UT 69027"
66556.39,6.32,8.37,4.21,45325.66,1780415.438,"7287 Mullen Burg Apt. 284
Housetown, VA 71506-7091"
74864.37,6.34,8.04,6.21,46250.65,1709667.189,"19834 Rodriguez Lights Suite 480
Parkchester, MS 20288-6598"
62561.56,4.73,7.93,3.23,37446.17,852565.6269,"993 Lowery Villages Suite 537
Warnerhaven, MD 10412"
77821.62,5.26,6.66,2.36,33932.55,1185310.267,"58847 Mccormick Isle Apt. 081
North Patrickborough, NJ 31166-7988"
79579.99,5.81,8.69,6.08,43214.77,1795093.034,"USNV Walker
FPO AE 81668-3821"
69923.35,4.10,5.93,4.49,45202.14,956241.9913,"65132 Sharon Manors
Maynardmouth, MI 60210-9659"
63879.68,4.88,7.12,4.39,56266.97,1224454.547,"85285 Kayla Walks
Garnerberg, MA 84386"
59154.68,4.49,5.94,2.49,26567.51,552279.214,"0880 Torres Views
Lake Seanside, ND 47671"
52835.26,7.74,7.52,5.28,34537.00,1186357.179,"1813 Shawn Canyon Apt. 761
East Kennethfurt, LA 37064-8900"
63750.37,7.38,8.79,3.40,47248.06,1582261.701,"079 Cruz Walks
Gregoryfurt, IL 39580"
81741.63,5.49,7.87,5.25,29755.51,1478028.174,"508 Watson Motorway
Kirbychester, NJ 76201-4719"
77594.60,6.55,7.02,5.35,24293.63,1386306.103,"878 Shawn Ford Suite 912
Aaronburgh, NC 90513-9301"
79843.15,5.78,7.30,3.24,42452.94,1424786.509,"006 Benson Camp Suite 290
Lake Tracy, AL 36317-8259"
77081.68,3.64,7.20,6.42,40080.44,1206937.316,"72956 Jessica Stravenue
Bethanyshire, CT 67149-6278"
70713.64,4.82,7.77,5.22,29436.45,1209287.535,"809 Harrington Forges
Smithstad, PW 59127"
63798.00,5.75,6.86,2.38,26626.53,1029869.764,"2765 Smith Mission
Baldwinton, LA 68900"
45914.01,4.90,6.12,4.16,26309.24,300464.0987,"7976 Richard Plains Apt. 958
Lake Abigail, IN 02827-4222"
88190.47,5.15,6.77,2.10,25177.49,1294278.118,"002 Katherine Flat
Hartmanland, AZ 37973-3049"
72010.80,5.65,8.10,6.43,16376.64,1251757.193,"456 Nicole Canyon
New Valerieside, CA 37155"
52420.53,7.33,6.01,4.29,39766.42,1128403.366,"35923 Melody Union
Huffmanville, AK 21375"
74748.15,5.43,7.42,5.43,36071.76,1363669.069,"467 Emily Rapids
New Bradleyside, MI 74897"
80913.46,5.56,7.14,6.25,30034.34,1177744.973,"642 Ashley Burg
Jennifershire, KY 79760-6173"
59480.05,5.21,7.75,4.33,43703.78,980274.0699,"99990 Miller Way
Russellberg, MN 31202"
80951.28,5.45,6.32,4.14,38990.81,1524115.891,"3027 Pamela Trail Suite 457
South Veronica, NC 79350"
63856.31,7.46,6.84,3.41,31114.90,1311902.534,"9912 Smith Roads Apt. 591
Lake Stacey, AR 95418-6029"
74727.89,5.79,7.12,5.11,27639.06,1119992.619,"68583 Allen Centers
North Masonhaven, ME 51493-3022"
78095.35,6.84,7.12,3.00,32346.43,1538922.903,"165 Rebecca Run
South Hannahport, LA 92436-6494"
69689.63,4.07,6.31,4.46,27438.69,843633.1982,"5831 Lisa Road Suite 705
East Nathan, VI 05521-1350"
54973.19,5.43,7.14,5.45,40412.72,903301.9933,"5073 Spencer Station Suite 444
Toddfort, MO 95614"
62571.35,5.95,7.18,4.37,41465.12,1161995.728,"86533 Gould Hills
Garciachester, DE 09135-4735"
69370.93,5.14,4.66,3.42,33732.46,733299.7945,"1732 Barbara Overpass
Hillmouth, DC 64884"
82415.25,7.05,6.46,3.08,46297.58,1837930.801,"8901 Lisa Isle Apt. 035
North Tammiechester, NC 23048-4036"
52864.76,5.99,7.85,3.16,39156.98,962028.7008,"15502 Hailey Courts
West Melissaton, GA 00663"
65855.86,6.56,7.71,6.40,45528.54,1477765.148,"88428 Campos Path Apt. 890
North Joshuashire, AZ 84342-5757"
61310.28,7.95,7.13,4.39,33201.05,1419345.607,"29337 Gabrielle Mission Suite 631
Loganfort, MS 10959"
39411.65,4.39,7.05,4.44,45851.40,539483.3966,"1085 Michele Glens Apt. 517
Sergiotown, VT 20367"
77265.75,5.39,7.60,3.46,21558.38,1097701.943,"270 Sarah Vista
North Jessicatown, MP 84920-3221"
74777.76,6.34,6.65,2.20,30013.30,1412274.486,"300 Larry Drive Apt. 188
Maychester, GU 63293-8809"
67474.28,3.28,7.94,4.12,34971.54,1013443.438,"6700 Burns Summit Apt. 752
Munozmouth, PR 33205"
68848.20,6.78,6.09,4.16,25880.41,893919.0388,"140 Alvarado Center
Hessview, OR 63586"
66148.04,6.33,6.84,4.14,31574.41,1234531.601,"77597 Connie Harbors
Robertville, DC 21128-0453"
63595.96,6.12,6.68,3.22,19345.41,864702.9339,"904 Jennifer Pass
East Carolyn, NE 80148-8850"
60741.57,6.25,6.72,4.38,24534.37,977024.1102,"5432 Walker Island
North Richardchester, AS 42587"
73540.63,4.42,7.05,5.24,39756.37,936148.5119,"12715 Short Squares Suite 017
Leahburgh, PR 77137-6937"
74633.94,5.75,5.63,3.40,30600.60,1056976.975,"132 Allison Rapids
Yvonnefurt, NC 14633"
62016.69,5.76,7.79,3.45,35750.29,1040607.312,"PSC 0939, Box 2872
APO AE 84646"
84249.86,5.86,6.16,4.14,44571.38,1641101.519,"3067 Monica Junctions
New Jamie, NY 50202"
44247.15,6.45,6.17,4.38,22011.95,503065.5056,"1377 Moran Wells
Richardburgh, IL 33834-1305"
59473.99,6.93,7.77,6.19,41215.30,1296146.939,"27645 Kline River
Port Samuelside, GU 06730"
67839.38,6.90,6.93,3.46,26377.27,1164209.619,"43918 Carpenter Village
Lindsayborough, WY 68856-0092"
62972.00,7.16,4.63,2.00,33869.90,999814.8898,"76984 Adams Stream
Jamesview, AZ 00532-4427"
61162.58,5.90,7.88,6.04,36033.70,1060897.689,"06275 Ross Mills Suite 054
Lisastad, DC 67330"
87472.26,5.54,7.34,3.32,48306.80,1848633.724,"29279 Jermaine Plain
Morrisland, SC 37248-4063"
48692.98,4.60,6.26,3.02,36239.39,617157.9103,"520 Love Hill
Port Scottview, NC 38932-2657"
67858.50,4.95,6.23,3.34,29708.76,857697.1255,"PSC 8501, Box 9843
APO AP 98266-5428"
72332.06,5.74,6.87,4.41,45804.33,1253434.398,"87019 Russell Port Apt. 950
Rhondastad, KY 27693-9413"
80775.90,6.15,7.74,5.29,26601.56,1635092.433,"62969 King Junctions Apt. 619
Maryton, NY 45618"
75151.11,7.30,6.60,3.30,32032.14,1524845.422,"PSC 7794, Box 7590
APO AA 40047"
62095.04,5.95,4.71,3.24,36183.29,763869.6667,"94007 Luis Isle Apt. 081
Port Jesse, IN 51991"
75759.49,5.25,7.51,4.11,46188.17,1376637.506,"14841 Jeffery Passage
Lake Kyle, WA 90337-7454"
64374.31,8.39,7.06,6.23,23251.05,1244440.135,"95798 Elizabeth River
Benjaminbury, VT 03318-9619"
48147.87,5.97,7.88,6.44,32050.58,693931.5015,"PSC 3778, Box 1575
APO AE 50445-2100"
64127.44,5.61,6.99,2.25,42628.71,1277744.739,"3840 Timothy Walks
West Deborah, VT 14535-2467"
83921.91,5.53,6.82,4.06,39569.83,1539329.319,"805 Brown Land Suite 726
Jenniferhaven, GA 61596-1119"
54617.89,6.23,6.78,2.18,29613.84,903881.6639,"548 Alec Keys
Daniellemouth, PA 02241"
45493.21,7.38,7.27,3.20,38938.27,896944.2443,"PSC 9294, Box 6252
APO AP 46111-7806"
72780.15,5.26,5.73,2.48,44953.52,1184758.842,"60075 Rhodes Summit
North Crystalview, VA 40652"
96395.32,5.46,7.53,6.50,35036.19,1731437.416,"389 Michael Knolls Apt. 891
Reyeshaven, WV 22646-0966"
47467.42,5.82,7.02,3.33,37341.62,762144.9261,"753 Kline Street
New Cindyland, MI 13424-8203"
61807.48,5.61,8.20,5.46,44586.72,1270905.02,"876 Woods Circles
North Sarah, OK 34668"
54794.42,5.63,8.00,4.21,39385.68,1000043.903,"043 Tyler Oval
Lake William, AS 62856-9836"
94923.41,5.71,8.04,3.30,43818.81,1967637.287,"8068 Curtis Glen
Anthonyfurt, VA 17191"
62058.50,7.03,6.18,3.23,28954.50,1114779.247,"034 Parker Unions
Lake Thomas, MP 99522-4945"
46952.23,6.06,5.73,4.24,31628.23,671661.7134,"727 Gonzales Fork
Jonathanborough, ND 57809-1961"
67003.63,6.51,7.41,3.02,28464.33,1214986.886,"003 Erica Passage Apt. 274
East Ritaton, KS 97261-8617"
87835.27,4.30,7.46,3.39,16250.77,1053236.6,"1215 Dawson Locks Suite 788
Port Elizabeth, NH 66530"
73433.63,7.11,6.23,2.05,44544.23,1515005.384,"62721 Stewart Mount
Marieburgh, WY 37987-7127"
70124.39,6.74,7.35,6.32,51673.96,1732196.217,"3222 Alexis Square
Leetown, MS 07616"
84366.24,4.75,7.87,5.27,43445.02,1587122.369,"30682 Perry Ranch Suite 253
Tinaport, CT 17781"
60343.60,7.83,7.27,4.38,24199.05,1184893.56,"8042 Jasmine Ramp
Charlesborough, IL 29751"
71308.86,5.81,8.60,3.25,22710.19,1314348.699,"6049 Ramos Fork
Vaughnmouth, MN 39214-3093"
65430.98,4.32,7.20,4.41,33320.40,717825.3597,"7646 Joshua Tunnel
Christinaton, AZ 69071-6657"
73591.49,5.43,6.75,2.50,51662.32,1441736.761,"960 Diamond Mews Apt. 150
East Donnaview, MH 67321-2363"
52805.84,7.46,6.80,4.48,37161.11,1119542.311,"4122 Bradley Turnpike Apt. 551
New Carlaville, KY 15412-2546"
58187.05,6.08,7.26,4.08,31551.86,850977.0123,"0227 Walters Haven
West Wesleybury, MS 17227"
70506.22,6.07,7.95,3.14,44706.72,1655466.736,"6998 Jason Hollow
Kleinbury, KY 02969"
77412.45,7.26,7.07,4.29,33258.83,1641739.518,"793 Cynthia Shore
South Randy, MN 75770-8233"
65087.72,6.68,7.46,3.45,40283.25,1369976.501,"31241 Johnson Prairie Suite 452
Hancockshire, AS 54797-5444"
72547.05,5.61,7.05,3.32,39218.76,1465835.843,"PSC 6728, Box 9260
APO AA 33818"
78864.05,6.38,7.35,3.30,50194.11,1789334.851,"8374 Colon Isle
North Yolanda, SD 47070-7137"
67335.76,6.79,7.38,6.26,10311.00,863297.1767,"493 Beth Tunnel Apt. 276
New Mitchell, DC 10981"
79552.39,5.19,6.54,3.32,50113.84,1425366.413,"5131 Tapia Gardens Suite 886
Christinaburgh, CO 75023-0787"
89089.43,7.15,9.18,5.29,49782.15,2271112.744,"8252 Murillo Mountain
Glennshire, SC 33179"
67110.33,7.20,7.24,6.10,31998.76,1370699.722,"965 Wilson Ridges
Holmesland, VT 81072"
80778.90,6.48,6.39,3.16,34431.17,1566740.128,"3753 Dean Island Suite 773
North Dennis, OR 90936-6820"
76624.15,5.07,6.27,4.17,47039.09,1436995.2,"678 Patton Pass
Guzmanberg, MA 60510"
80011.58,6.45,6.49,2.49,26576.39,1345962.955,"51202 Perez Squares
New Kellytown, WV 38886-7802"
70472.79,6.01,6.11,3.24,34894.16,1265180.909,"4821 Christopher Park
Lopezside, MH 21430"
57457.00,5.38,7.86,6.22,37378.95,1061222.537,"278 Tina Spur Suite 751
Jessicashire, PA 60756"
80000.76,5.61,5.91,3.17,42245.45,1383967.463,"50664 Kent Haven
Christopherchester, KS 50822-8146"
66387.68,5.68,7.79,5.22,22552.54,1051519.066,"0896 David Islands Suite 115
Lake Patriciaburgh, MD 03928-1885"
64699.39,6.85,6.96,4.00,49083.67,1550359.548,"31018 Park Square Suite 876
Normanside, MA 65696-1725"
84777.30,5.42,6.08,2.22,42038.80,1375057.083,"88259 Amanda Valleys
Carrollmouth, OH 35308-8073"
81196.61,6.87,7.18,3.01,49574.71,1882978.9,"6983 Tyler Mission Apt. 984
South Nicholasbury, DE 26628"
60690.72,7.60,7.02,3.42,35528.50,1274053.64,"814 Elizabeth Square Suite 264
New Brenda, DC 70173-4108"
72000.92,7.17,7.87,3.13,27699.05,1426434.644,"02930 Kenneth Glen Apt. 117
East Michaeltown, NC 02319-9280"
51144.77,6.75,6.77,4.04,39369.30,913587.0974,"572 Shelton River Suite 617
Reyesland, DE 48811"
57683.85,6.56,7.06,4.30,43348.49,1116730.867,"014 Cheryl Plaza Suite 493
Lake Melinda, MH 07175"
63759.05,6.14,7.61,6.23,35072.00,1226586.921,"4976 Shields Mount Suite 333
East Michelehaven, CT 44471-9324"
68615.77,8.76,6.12,2.47,51791.81,1836978.483,"4518 Caleb Hills Apt. 029
East Shannon, VI 80699-6731"
66823.43,7.52,6.14,4.29,30852.29,1452153.849,"365 Sue Place Apt. 092
Lake Davidport, VT 70760"
67564.17,6.70,8.04,5.16,21880.05,1294750.368,"8783 Cristian Vista Suite 144
Lake Tiffany, HI 82995-2929"
68008.62,4.36,7.88,5.41,28908.09,1059870.965,"USNS Hernandez
FPO AA 27512"
73715.42,6.21,7.98,3.09,45540.94,1615346.75,"Unit 1515 Box 0124
DPO AA 13767"
50813.70,7.16,5.94,2.10,30767.31,1107692.003,"49703 Joshua Camp
Port Brianbury, OH 78964"
83814.10,8.57,7.39,3.39,51538.06,2330289.701,"125 Gillespie Plain
Whitefurt, MO 18599"
51666.77,7.73,7.56,3.45,41926.02,1116193.293,"016 Ashley Locks
Mortonstad, WY 58148"
69236.93,5.82,5.86,4.18,39399.94,1072253.834,"8534 Gina Route Apt. 739
Davischester, GA 71300-1917"
81099.58,6.43,7.14,4.33,29780.17,1626941.788,"81304 Jonathan Camp
Lake Tannerbury, RI 29349"
59303.82,6.93,9.10,3.44,43609.46,1669681.231,"90568 Garcia Vista
North Marioville, GU 75958-1328"
69610.97,4.14,5.63,4.04,39210.48,806121.8394,"02315 Franklin Crescent Suite 962
North Peter, RI 58237"
77402.40,5.65,7.86,6.14,39351.02,1680252.737,"031 Garza Springs Suite 573
Perryville, CA 13499-5935"
73386.41,4.97,7.92,4.30,38413.49,1186441.756,"USS Williams
FPO AA 31030"
70961.58,8.60,6.19,2.02,38251.81,1766248.403,"8749 Matthew Row
East Markport, IN 41253"
81181.57,6.64,8.20,5.27,26690.71,1641055.939,"619 Ralph Key Apt. 220
Josephberg, AZ 58966-3248"
57272.33,7.58,6.60,2.07,30099.40,1120894.804,"9048 Deborah View Apt. 049
New Laurie, PR 61237"
58871.79,8.17,7.07,5.16,25091.82,1325706.901,"7579 Walter Curve
Hartfort, VA 37328-6949"
74029.35,6.62,6.41,4.31,36360.27,1593347.849,"055 Tina Roads Suite 878
North Aprilshire, PW 13402"
56849.22,4.04,6.78,3.19,43522.69,605073.4908,"225 Brandi Avenue Apt. 147
Lopezbury, KS 51049"
73587.05,5.94,6.53,2.30,25271.93,1064509.523,"PSC 3878, Box 6882
APO AP 64687-9459"
49728.44,5.84,7.53,3.19,37608.68,872365.8799,"77621 Michael Fork Suite 487
Port Lauraland, AZ 23400-9348"
60631.11,5.96,7.63,3.11,40928.28,1117741.757,"98660 Williams Lock
West Jamesland, HI 66797"
78404.36,7.07,6.86,3.03,49398.26,1935172.995,"62128 Taylor Drive
New Frank, SD 32477-8796"
86611.18,4.85,8.30,3.01,45359.03,1668670.656,"4800 Flores Inlet Apt. 293
South Mary, MO 35793"
58914.49,6.59,6.31,2.46,35282.71,1072704.89,"1787 Paige Path
Justinmouth, DC 31345-4841"
75867.02,5.54,8.06,4.18,56294.43,1914746.582,"8893 Barbara Camp Apt. 439
Jefffort, VA 89472"
66581.57,5.42,5.88,3.25,18230.52,839194.0689,"456 Mitchell Causeway
Georgefort, NE 04481-1083"
62820.18,7.64,7.68,6.07,23734.17,1285157.87,"109 Smith Park
Laurachester, MP 38007"
69711.90,6.07,8.09,3.45,36291.15,1433614.967,"29718 Simmons Shores Apt. 119
Andreafurt, IN 14150"
82710.59,6.24,5.09,4.43,44768.69,1459342.887,"USNS Barrera
FPO AA 45323-4290"
58828.04,7.24,8.75,6.08,44277.30,1652845.981,"2260 Torres Crest
Lopezburgh, AK 74728"
53161.83,4.88,8.68,4.07,30535.26,725830.602,"196 Robinson Ways Apt. 994
Toddmouth, PW 54975"
79361.03,4.57,6.87,3.23,53875.29,1378863.688,"9881 Olson Drive
Alexanderbury, PA 91436-2120"
58325.70,6.30,7.30,6.31,31256.22,1003941.929,"1535 Debra Expressway Suite 755
Moonmouth, AL 23444"
55772.90,5.64,6.83,2.07,41638.66,729882.6249,"1968 Estes Turnpike Suite 663
South Carriefurt, NY 13185-2445"
71893.43,5.83,7.10,3.39,40364.19,1270047.528,"05664 House Tunnel
New Morganshire, MT 38939"
75922.89,6.69,6.34,2.16,49458.67,1695706.132,"86827 Castaneda Trail Suite 315
Lanceville, UT 64420-1882"
54648.29,5.53,8.46,4.09,20270.54,714822.5872,"80371 Timothy Views
Abigailborough, MN 16645"
71857.57,6.43,6.23,4.05,52563.98,1462899.031,"9817 William Drives Apt. 676
Port Michaelmouth, IL 88737"
67424.19,5.37,7.60,6.11,32412.84,1127260.126,"23133 Parker Spur
Brianland, ID 10645"
70564.86,5.15,6.60,4.50,38376.47,1014226.299,"3862 Jones Plains Suite 613
Lake Linda, ME 52695"
74237.26,4.66,4.71,4.35,37651.01,852982.5644,"238 Samuel Haven
South Michael, AL 99621"
58004.27,5.17,8.33,6.36,29182.72,830286.7066,"43128 King Branch Apt. 349
Mckeeview, NC 89358-6768"
101928.86,4.83,9.04,4.08,22804.99,1938866.49,"856 Harris Centers Suite 940
Nicholasport, IL 91064-1080"
55809.49,6.85,6.33,4.20,49001.90,1247645.41,"748 White Underpass
West Michael, CT 11080-9522"
48357.06,4.73,7.99,3.03,45206.73,813415.1281,"7278 Wiggins Square
South Nathan, FL 72804"
65017.75,5.00,5.95,2.37,26910.32,679373.4015,"319 Denise Run
Stephenview, PW 77941-4444"
66949.00,5.49,5.95,3.18,30323.74,814879.2063,"402 Steven Greens
East Terrence, FM 76774"
82848.56,5.73,6.28,4.47,40338.11,1489540.135,"66118 Torres Pike Apt. 446
West Kevinland, ME 01431-0177"
65851.26,6.52,7.18,5.09,36110.06,1468738.755,"5412 Smith Ports Apt. 902
West Jonstad, PA 43101-8130"
